"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2012-04-20","92.6","-0.94","6.33","Beachy, Brandon",502671,545404,,"ball",,,,,"3","Paul Goldschmidt singles on a ground ball to center fielder Michael Bourn.","R","R","R","ARI","ATL","B",,,"0","0",2012,"-0.27","1.57","0.40","3.28",,,,"1","5","Bot",,,,,"435263",,"120420_195843",3.95,-134.76,-5.41,-1.9,28.61,-14.45,"3.26","1.5",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"37","1","4-Seam Fastball","0","3","0","3","3","0","0","3",,,,"0","0.025"
"CH","2012-04-20","80.3","-1.51","5.93","Beachy, Brandon",471083,545404,"strikeout","called_strike",,,,,"13","Miguel Montero called out on strikes.","R","L","R","ARI","ATL","S","2",,"2","2",2012,"-1.18","1.29","-1.08","1.49",,,,"0","5","Bot",,,,,"435263",,"120420_195811",3.27,-116.7,-5.66,-10.54,19.46,-21.45,"3.36","1.63",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0",,"0","0",,"36","6","Changeup","0","3","0","3","3","0","0","3",,,,"-0.025","-0.206"
"FF","2012-04-20","90.9","-1.27","6.21","Beachy, Brandon",471083,545404,,"foul",,,,,"1","Miguel Montero called out on strikes.","R","L","R","ARI","ATL","S",,,"2","2",2012,"-0.3","1.48","-0.28","3.25",,,,"0","5","Bot",,,,,"435263",,"120420_195744",3.04,-132.38,-4.74,-2.24,24.72,-16,"3.36","1.52",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"36","5","4-Seam Fastball","0","3","0","3","3","0","0","3",,,,"0","0"
"SL","2012-04-20","79.9","-0.98","6.16","Beachy, Brandon",471083,545404,,"ball",,,,,"14","Miguel Montero called out on strikes.","R","L","R","ARI","ATL","B",,,"1","2",2012,"0.28","0.36","0.95","-0.22",,,,"0","5","Bot",,,,,"435263",,"120420_195721",3.58,-115.91,-8.14,4.09,16.47,-30.52,"3.36","1.52",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"36","4","Slider","0","3","0","3","3","0","0","3",,,,"0","0.041"
"CH","2012-04-20","80.2","-1.73","5.96","Beachy, Brandon",471083,545404,,"ball",,,,,"13","Miguel Montero called out on strikes.","R","L","R","ARI","ATL","B",,,"0","2",2012,"-1.17","1.33","-2.23","2.09",,,,"0","5","Bot",,,,,"435263",,"120420_195707",1.08,-116.61,-4.36,-10.32,20.19,-21.14,"3.3","1.52",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"36","3","Changeup","0","3","0","3","3","0","0","3",,,,"0","0.021"
"CU","2012-04-20","72.6","-1.03","6.39","Beachy, Brandon",471083,545404,,"foul",,,,,"9","Miguel Montero called out on strikes.","R","L","R","ARI","ATL","S",,,"0","1",2012,"0.85","-1.64","0.45","1.60",,,,"0","5","Bot",,,,,"435263",,"120420_195646",1.18,-105.67,1.26,7.88,20.22,-46.46,"3.36","1.52",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"36","2","Curveball","0","3","0","3","3","0","0","3",,,,"0","-0.05"
"FF","2012-04-20","90.4","-1.03","6.21","Beachy, Brandon",471083,545404,,"swinging_strike",,,,,"1","Miguel Montero called out on strikes.","R","L","R","ARI","ATL","S",,,"0","0",2012,"-0.4","1.73","-0.53","2.86",,,,"0","5","Bot",,,,,"435263",,"120420_195629",1.94,-131.48,-6.07,-3.37,29,-13.48,"3.36","1.52",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"36","1","4-Seam Fastball","0","3","0","3","3","0","0","3",,,,"0","-0.035"
"FF","2012-04-20","92.1","-1.23","6.09","Beachy, Brandon",430585,545404,"field_out","hit_into_play",,,,,"2","Jason Kubel flies out to center fielder Michael Bourn.","R","L","R","ARI","ATL","X","8","fly_ball","3","2",2012,"-0.57","1.84","-0.08","3.02",,,,"2","4","Bot",134.54,58.23,,,"435263",,"120420_194309",4.14,-134,-6.01,-5.76,27.84,-11.18,"3.32","1.61",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0",,"0","0",,"30","12","4-Seam Fastball","0","1","0","1","1","0","0","1",,,,"-0.013","-0.123"
"CH","2012-04-20","80.0","-1.59","5.78","Beachy, Brandon",430585,545404,,"foul",,,,,"13","Jason Kubel flies out to center fielder Michael Bourn.","R","L","R","ARI","ATL","S",,,"3","2",2012,"-1.14","1.08","-1.02","1.61",,,,"2","4","Bot",,,,,"435263",,"120420_194246",3.46,-116.35,-4.38,-9.89,22.89,-23.77,"3.32","1.61",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"30","11","Changeup","0","1","0","1","1","0","0","1",,,,"0","0"
"FF","2012-04-20","91.9","-1.18","6.2","Beachy, Brandon",430585,545404,,"foul",,,,,"2","Jason Kubel flies out to center fielder Michael Bourn.","R","L","R","ARI","ATL","S",,,"3","2",2012,"-0.31","2","-0.27","2.82",,,,"2","4","Bot",,,,,"435263",,"120420_194225",2.85,-133.64,-7.24,-2.33,25.29,-9.14,"3.32","1.61",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"30","10","4-Seam Fastball","0","1","0","1","1","0","0","1",,,,"0","0"
"FF","2012-04-20","92.5","-1.25","6.15","Beachy, Brandon",430585,545404,,"foul",,,,,"1","Jason Kubel flies out to center fielder Michael Bourn.","R","L","R","ARI","ATL","S",,,"3","2",2012,"-0.36","2.27","-0.41","2.80",,,,"2","4","Bot",,,,,"435263",,"120420_194203",2.81,-134.51,-7.83,-2.97,29.36,-5.68,"3.32","1.61",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"30","9","4-Seam Fastball","0","1","0","1","1","0","0","1",,,,"0","0"
"FF","2012-04-20","91.4","-1.14","6.14","Beachy, Brandon",430585,545404,,"foul",,,,,"11","Jason Kubel flies out to center fielder Michael Bourn.","R","L","R","ARI","ATL","S",,,"3","2",2012,"-0.41","1.82","-0.84","2.85",,,,"2","4","Bot",,,,,"435263",,"120420_194140",1.48,-132.99,-6.46,-3.67,26.02,-11.68,"3.32","1.61",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"30","8","4-Seam Fastball","0","1","0","1","1","0","0","1",,,,"0","0"
"FF","2012-04-20","91.4","-1.45","5.99","Beachy, Brandon",430585,545404,,"foul",,,,,"4","Jason Kubel flies out to center fielder Michael Bourn.","R","L","R","ARI","ATL","S",,,"3","2",2012,"-0.23","1.49","-0.71","2.33",,,,"2","4","Bot",,,,,"435263",,"120420_194119",2.17,-132.94,-6.53,-1.3,29.84,-16.1,"3.32","1.61",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"30","7","4-Seam Fastball","0","1","0","1","1","0","0","1",,,,"0","0"
"CU","2012-04-20","72.2","-1.15","6.5","Beachy, Brandon",430585,545404,,"ball",,,,,"11","Jason Kubel flies out to center fielder Michael Bourn.","R","L","R","ARI","ATL","B",,,"2","2",2012,"0.62","-1.47","-0.74","3.89",,,,"2","4","Bot",,,,,"435263",,"120420_194102",-0.59,-104.96,5.47,6,17.67,-45.09,"3.17","1.61",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"30","6","Curveball","0","1","0","1","1","0","0","1",,,,"0","0.038"
"CU","2012-04-20","71.9","-1.17","6.71","Beachy, Brandon",430585,545404,,"ball",,,,,"11","Jason Kubel flies out to center fielder Michael Bourn.","R","L","R","ARI","ATL","B",,,"1","2",2012,"0.92","-1.55","-1.73","4.69",,,,"2","4","Bot",,,,,"435263",,"120420_194047",-3.18,-104.51,6.86,8.38,17.1,-45.64,"3.32","1.61",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"30","5","Curveball","0","1","0","1","1","0","0","1",,,,"0","0.016"
"SL","2012-04-20","80.4","-1.01","6.32","Beachy, Brandon",430585,545404,,"foul",,,,,"14","Jason Kubel flies out to center fielder Michael Bourn.","R","L","R","ARI","ATL","S",,,"1","2",2012,"0.11","-0.11","0.24","1.13",,,,"2","4","Bot",,,,,"435263",,"120420_194026",2.39,-117,-4.45,2.38,20.63,-35.09,"3.32","1.61",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"30","4","Slider","0","1","0","1","1","0","0","1",,,,"0","0"
"CH","2012-04-20","81.4","-1.64","5.94","Beachy, Brandon",430585,545404,,"ball",,,,,"11","Jason Kubel flies out to center fielder Michael Bourn.","R","L","R","ARI","ATL","B",,,"0","2",2012,"-1.13","1.13","-1.72","3.03",,,,"2","4","Bot",,,,,"435263",,"120420_194011",2.01,-118.55,-1.94,-10.21,22.14,-22.88,"3.32","1.61",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"30","3","Changeup","0","1","0","1","1","0","0","1",,,,"0","0.007"
"FF","2012-04-20","91.5","-0.94","6.19","Beachy, Brandon",430585,545404,,"foul",,,,,"3","Jason Kubel flies out to center fielder Michael Bourn.","R","L","R","ARI","ATL","S",,,"0","1",2012,"-0.19","1.9","0.74","3.00",,,,"2","4","Bot",,,,,"435263",,"120420_193949",4.58,-133.09,-6.41,-0.76,25.9,-10.65,"3.32","1.61",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"30","2","4-Seam Fastball","0","1","0","1","1","0","0","1",,,,"0","-0.022"
"CU","2012-04-20","72.6","-1.24","6.43","Beachy, Brandon",430585,545404,,"called_strike",,,,,"13","Jason Kubel flies out to center fielder Michael Bourn.","R","L","R","ARI","ATL","S",,,"0","0",2012,"0.77","-1.29","-0.98","2.26",,,,"2","4","Bot",,,,,"435263",,"120420_193938",-1.21,-105.72,1.79,7.32,17.59,-43.93,"3.32","1.61",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"30","1","Curveball","0","1","0","1","1","0","0","1",,,,"0","-0.016"
"FF","2012-04-20","92.1","-1.13","6.28","Beachy, Brandon",431094,545404,"field_out","hit_into_play",,,,,"2","Aaron Hill flies out to right fielder Jason Heyward.","R","R","R","ARI","ATL","X","9","fly_ball","2","2",2012,"-0.16","1.98","0.11","2.79",,,,"1","4","Bot",191.77,91.37,,,"435263",,"120420_193903",3.4,-133.89,-7.61,-0.36,22.93,-9.04,"3.29","1.5",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0",,"0","0",,"29","6","4-Seam Fastball","0","1","0","1","1","0","0","1",,,,"-0.022","-0.139"
"CU","2012-04-20","71.5","-1.32","6.51","Beachy, Brandon",431094,545404,,"foul",,,,,"11","Aaron Hill flies out to right fielder Jason Heyward.","R","R","R","ARI","ATL","S",,,"2","2",2012,"0.69","-1.32","-0.61","3.48",,,,"1","4","Bot",,,,,"435263",,"120420_193838",-0.1,-104.03,4.43,6.39,18.35,-43.62,"3.29","1.5",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"29","5","Curveball","0","1","0","1","1","0","0","1",,,,"0","0"
"SL","2012-04-20","80.7","-1","6.33","Beachy, Brandon",431094,545404,,"ball",,,,,"14","Aaron Hill flies out to right fielder Jason Heyward.","R","R","R","ARI","ATL","B",,,"1","2",2012,"0.16","0.09","1.15","1.41",,,,"1","4","Bot",,,,,"435263",,"120420_193822",4.37,-117.36,-4.33,2.93,19.52,-33.23,"3.29","1.5",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"29","4","Slider","0","1","0","1","1","0","0","1",,,,"0","0.029"
"CU","2012-04-20","74.5","-0.96","6.44","Beachy, Brandon",431094,545404,,"ball",,,,,"14","Aaron Hill flies out to right fielder Jason Heyward.","R","R","R","ARI","ATL","B",,,"0","2",2012,"0.78","-1.39","1.58","1.76",,,,"1","4","Bot",,,,,"435263",,"120420_193806",3.62,-108.4,0.6,7.71,20.16,-45.17,"3.29","1.5",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"29","3","Curveball","0","1","0","1","1","0","0","1",,,,"0","0.013"
"FF","2012-04-20","91.3","-0.92","6.26","Beachy, Brandon",431094,545404,,"foul",,,,,"5","Aaron Hill flies out to right fielder Jason Heyward.","R","R","R","ARI","ATL","S",,,"0","1",2012,"-0.49","1.93","-0.07","2.16",,,,"1","4","Bot",,,,,"435263",,"120420_193743",3.1,-132.66,-8.78,-4.64,27.51,-10.46,"3.29","1.5",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"29","2","4-Seam Fastball","0","1","0","1","1","0","0","1",,,,"0","-0.035"
"FF","2012-04-20","90.1","-1.01","6.15","Beachy, Brandon",431094,545404,,"called_strike",,,,,"14","Aaron Hill flies out to right fielder Jason Heyward.","R","R","R","ARI","ATL","S",,,"0","0",2012,"-0.58","1.91","0.86","1.73",,,,"1","4","Bot",,,,,"435263",,"120420_193729",5.92,-130.77,-9.2,-5.58,27.77,-11.45,"3.29","1.5",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"29","1","4-Seam Fastball","0","1","0","1","1","0","0","1",,,,"0","-0.025"
"FF","2012-04-20","89.7","-1.41","6.12","Beachy, Brandon",572041,545404,"field_out","hit_into_play",,,,,"7","A.J. Pollock flies out to center fielder Michael Bourn.","R","R","R","ARI","ATL","X","8","fly_ball","1","0",2012,"-0.54","1.85","-0.65","1.65",,,,"0","4","Bot",152.61,47.19,,,"435263",,"120420_193652",2.97,-130.37,-9.25,-5.18,24.61,-12.02,"3.36","1.62",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0",,"0","0",,"28","2","4-Seam Fastball","0","1","0","1","1","0","0","1",,,,"-0.03","-0.265"
"FF","2012-04-20","90.3","-1.01","6.29","Beachy, Brandon",572041,545404,,"ball",,,,,"14","A.J. Pollock flies out to center fielder Michael Bourn.","R","R","R","ARI","ATL","B",,,"0","0",2012,"-0.04","1.78","1.25","1.98",,,,"0","4","Bot",,,,,"435263",,"120420_193636",5.65,-131.18,-8.74,1.11,26.48,-12.75,"3.24","1.62",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"28","1","4-Seam Fastball","0","1","0","1","1","0","0","1",,,,"0","0.036"
"FF","2012-04-20","89.5","-1.27","6.23","Beachy, Brandon",502239,545404,"field_out","hit_into_play",,,,,"4","Trevor Cahill grounds out, shortstop Tyler Pastornicky to first baseman Freddie Freeman.","R","R","R","ARI","ATL","X","6","ground_ball","1","1",2012,"-0.8","1.43","-0.59","2.69",,,,"2","3","Bot",118.47,133.53,,,"435263",,"120420_192600",3.36,-130.27,-5.82,-8.36,24.51,-17.2,"3.82","1.77",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0",,"0","0",,"23","3","4-Seam Fastball","0","1","0","1","1","0","0","1",,,,"-0.013","-0.095"
"SL","2012-04-20","79.5","-1.06","6.28","Beachy, Brandon",502239,545404,,"ball",,,,,"14","Trevor Cahill grounds out, shortstop Tyler Pastornicky to first baseman Freddie Freeman.","R","R","R","ARI","ATL","B",,,"0","1",2012,"0.45","0.18","0.36","0.38",,,,"2","3","Bot",,,,,"435263",,"120420_192545",2.02,-115.5,-6.43,5.66,20.14,-32.31,"3.54","1.77",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"23","2","Slider","0","1","0","1","1","0","0","1",,,,"0","0.012"
"FF","2012-04-20","90.2","-1.13","6.35","Beachy, Brandon",502239,545404,,"called_strike",,,,,"6","Trevor Cahill grounds out, shortstop Tyler Pastornicky to first baseman Freddie Freeman.","R","R","R","ARI","ATL","S",,,"0","0",2012,"-0.08","2.12","0.63","2.72",,,,"2","3","Bot",,,,,"435263",,"120420_192534",4.44,-131.16,-7.77,0.62,25.7,-8.54,"3.65","1.77",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"23","1","4-Seam Fastball","0","1","0","1","1","0","0","1",,,,"0","-0.016"
"SL","2012-04-20","80.7","-0.78","6.3","Beachy, Brandon",150348,545404,"field_out","hit_into_play",,,,,"14","John McDonald grounds out softly, pitcher Brandon Beachy to first baseman Freddie Freeman.","R","R","R","ARI","ATL","X","1","ground_ball","0","2",2012,"0.27","-0.26","1.32","1.60",,,,"1","3","Bot",117.47,178.71,,,"435263",,"120420_192501",4.03,-117.38,-3.05,4,20.61,-36.62,"3.16","1.42",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0",,"0","0",,"22","3","Slider","0","1","0","1","1","0","0","1",,,,"-0.019","-0.097"
"CU","2012-04-20","72.1","-1.06","6.41","Beachy, Brandon",150348,545404,,"foul",,,,,"8","John McDonald grounds out softly, pitcher Brandon Beachy to first baseman Freddie Freeman.","R","R","R","ARI","ATL","S",,,"0","1",2012,"0.56","-1.17","-0.24","1.73",,,,"1","3","Bot",,,,,"435263",,"120420_192436",0.37,-104.95,0.67,5.49,18.55,-42.74,"3.16","1.42",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"22","2","Curveball","0","1","0","1","1","0","0","1",,,,"0","-0.035"
"FF","2012-04-20","90.5","-1.01","6.22","Beachy, Brandon",150348,545404,,"called_strike",,,,,"9","John McDonald grounds out softly, pitcher Brandon Beachy to first baseman Freddie Freeman.","R","R","R","ARI","ATL","S",,,"0","0",2012,"-0.19","1.67","0.36","1.92",,,,"1","3","Bot",,,,,"435263",,"120420_192424",3.73,-131.56,-8.52,-0.8,26.29,-13.99,"3.16","1.42",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"22","1","4-Seam Fastball","0","1","0","1","1","0","0","1",,,,"0","-0.025"
"FF","2012-04-20","90.5","-1.14","6.22","Beachy, Brandon",440251,545404,"field_out","hit_into_play",,,,,"1","Ryan Roberts pops out to first baseman Freddie Freeman in foul territory.","R","R","R","ARI","ATL","X","3","popup","1","1",2012,"-0.18","1.57","-0.52","3.10",,,,"0","3","Bot",164.66,174.7,,,"435263",,"120420_192345",1.76,-131.75,-5.33,-0.6,23.77,-14.97,"3.18","1.47",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0",,"0","0",,"21","3","4-Seam Fastball","0","1","0","1","1","0","0","1",,,,"-0.027","-0.22"
"FF","2012-04-20","88.9","-0.99","6.35","Beachy, Brandon",440251,545404,,"foul",,,,,"3","Ryan Roberts pops out to first baseman Freddie Freeman in foul territory.","R","R","R","ARI","ATL","S",,,"1","0",2012,"-0.15","1.81","0.36","2.82",,,,"0","3","Bot",,,,,"435263",,"120420_192309",3.47,-129.32,-6.38,-0.2,29.63,-13.25,"3.18","1.47",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"21","2","4-Seam Fastball","0","1","0","1","1","0","0","1",,,,"0","-0.045"
"FF","2012-04-20","91.0","-0.89","6.39","Beachy, Brandon",440251,545404,,"ball",,,,,"12","Ryan Roberts pops out to first baseman Freddie Freeman in foul territory.","R","R","R","ARI","ATL","B",,,"0","0",2012,"-0.11","2.02","0.88","3.17",,,,"0","3","Bot",,,,,"435263",,"120420_192254",4.59,-132.28,-6.57,0.25,29.07,-9.65,"3.18","1.47",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"21","1","4-Seam Fastball","0","1","0","1","1","0","0","1",,,,"0","0.036"
"SL","2012-04-20","80.4","-0.93","6.4","Beachy, Brandon",467827,545404,"strikeout","called_strike",,,,,"1","Gerardo Parra called out on strikes.","R","L","R","ARI","ATL","S","2",,"2","2",2012,"0.14","-0.07","-0.37","2.72",,,,"2","2","Bot",,,,,"435263",,"120420_191204",0.69,-117.09,-1.02,2.73,22.03,-34.71,"2.95","1.44",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0",,"0","0",,"15","5","Slider","0","0","0","0","0","0","0","0",,,,"-0.011","-0.084"
"FF","2012-04-20","91.0","-1.23","6.19","Beachy, Brandon",467827,545404,,"foul",,,,,"11","Gerardo Parra called out on strikes.","R","L","R","ARI","ATL","S",,,"2","1",2012,"-0.49","1.81","-1.18","2.82",,,,"2","2","Bot",,,,,"435263",,"120420_191136",1,-132.38,-6.48,-4.63,27.31,-12.12,"3.09","1.44",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"15","4","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","-0.032"
"FF","2012-04-20","91.7","-1.2","6.18","Beachy, Brandon",467827,545404,,"called_strike",,,,,"4","Gerardo Parra called out on strikes.","R","L","R","ARI","ATL","S",,,"2","0",2012,"-0.31","1.76","-0.67","2.02",,,,"2","2","Bot",,,,,"435263",,"120420_191119",1.83,-133.28,-8.59,-2.32,27.94,-12.43,"3.03","1.44",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"15","3","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","-0.022"
"CU","2012-04-20","72.1","-0.99","6.33","Beachy, Brandon",467827,545404,,"blocked_ball",,,,,"14","Gerardo Parra called out on strikes.","R","L","R","ARI","ATL","B",,,"1","0",2012,"0.6","-1.15","0.72","0.09",,,"502671","1","2","Bot",,,,,"435263",,"120420_191028",2.13,-104.96,-2.58,5.81,19.04,-42.53,"3.03","1.44",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"15","2","Curveball","0","0","0","0","0","0","0","0",,,,"-0.042","0.062"
"FF","2012-04-20","90.6","-1.18","6.3","Beachy, Brandon",467827,545404,,"ball",,,,,"11","Gerardo Parra called out on strikes.","R","L","R","ARI","ATL","B",,,"0","0",2012,"-0.49","1.64","-1.18","3.61",,,"502671","1","2","Bot",,,,,"435263",,"120420_190940",0.89,-131.93,-4.33,-4.66,25.51,-14.2,"3.09","1.44",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"15","1","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","0.038"
